Aaa Author-abbrv;Title-abbrv;shortauthor;origtitle;shorthand;bibtexkey;author;maintitle;title;origlanguage;year;number;volume;translator;editor;entry;
Aristot.;rhet.;Aristoteles;rhetorica;Aristot. rhet.;Aristot_rhet;{Aristoteles};;;;;;;;;@Book{Aristot_rhet,author ={{Aristoteles}}, title ={rhetorica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {rhetorica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. rhet.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_rhet,author ={{Aristoteles}},  origtitle = {rhetorica }, shorthand = {Aristot. rhet.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;rhet. Alex.;Aristoteles;rhetorica ad Alexandrum;Aristot. rhet. Alex.;Aristot_rhet_Alex;{Aristoteles};;;;;;;;;@Book{Aristot_rhet_Alex,author ={{Aristoteles}}, title ={rhetorica ad Alexandrum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {rhetorica ad Alexandrum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. rhet. Alex.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_rhet_Alex,author ={{Aristoteles}},  origtitle = {rhetorica ad Alexandrum }, shorthand = {Aristot. rhet. Alex.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;sens.;Aristoteles;de sensu (περὶ αἰσθήσεως);Aristot. sens.;Aristot_sens;{Aristoteles};;;;;;;;;@Book{Aristot_sens,author ={{Aristoteles}}, title ={de sensu (περὶ αἰσθήσεως)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de sensu (περὶ αἰσθήσεως)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. sens.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_sens,author ={{Aristoteles}},  origtitle = {de sensu (περὶ αἰσθήσεως) }, shorthand = {Aristot. sens.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;somn.;Aristoteles;de somno et vigilia (περὶ ὔπνου καὶ ἐγρηγόρσεως);Aristot. somn.;Aristot_somn;{Aristoteles};;;;;;;;;@Book{Aristot_somn,author ={{Aristoteles}}, title ={de somno et vigilia (περὶ ὔπνου καὶ ἐγρηγόρσεως)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de somno et vigilia (περὶ ὔπνου καὶ ἐγρηγόρσεως)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. somn.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_somn,author ={{Aristoteles}},  origtitle = {de somno et vigilia (περὶ ὔπνου καὶ ἐγρηγόρσεως) }, shorthand = {Aristot. somn.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;soph. el.;Aristoteles;sophistici elenchi;Aristot. soph. el.;Aristot_soph_el;{Aristoteles};;;;;;;;;@Book{Aristot_soph_el,author ={{Aristoteles}}, title ={sophistici elenchi}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {sophistici elenchi}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. soph. el.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_soph_el,author ={{Aristoteles}},  origtitle = {sophistici elenchi }, shorthand = {Aristot. soph. el.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;spir.;Aristoteles;de spiritu;Aristot. spir.;Aristot_spir;{Aristoteles};;;;;;;;;@Book{Aristot_spir,author ={{Aristoteles}}, title ={de spiritu}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de spiritu}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. spir.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_spir,author ={{Aristoteles}},  origtitle = {de spiritu }, shorthand = {Aristot. spir.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;top.;Aristoteles;topica;Aristot. top.;Aristot_top;{Aristoteles};;;;;;;;;@Book{Aristot_top,author ={{Aristoteles}}, title ={topica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {topica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. top.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_top,author ={{Aristoteles}},  origtitle = {topica }, shorthand = {Aristot. top.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Arnob.;;Arnobius;adversus nationes;Arnob.;Arnob;;;;;;;;;;@Book{Arnob,author ={}, title ={adversus nationes}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {adversus nationes}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Arnob.}, shortauthor = {Arnobius}, keywords = {ancient}, options = {antik},};@Book{Arnob,author ={},  origtitle = {adversus nationes }, shorthand = {Arnob.}, shortauthor = {Arnobius}, keywords = {ancient}, options = {antik},}
Arr.;an.;Arrian;Anabasis;Arr. an.;Arr_an;Arrianos;;;;;;;;;@Book{Arr_an,author ={Arrianos}, title ={Anabasis}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Anabasis}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Arr. an.}, shortauthor = {Arrianos}, keywords = {ancient}, options = {antik},};@Book{Arr_an,author ={Arrianos},  origtitle = {Anabasis }, shorthand = {Arr. an.}, shortauthor = {Arrianos}, keywords = {ancient}, options = {antik},}
Arr.;cyn.;Arrian;Cynegeticus;Arr. cyn.;Arr_cyn;Arrianos;;;;;;;;;@Book{Arr_cyn,author ={Arrianos}, title ={Cynegeticus}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Cynegeticus}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Arr. cyn.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},};@Book{Arr_cyn,author ={Arrianos},  origtitle = {Cynegeticus }, shorthand = {Arr. cyn.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},}
Arr.;Ind.;Arrian;Indica;Arr. Ind.;Arr_Ind;Arrianos;;;;;;;;;@Book{Arr_Ind,author ={Arrianos}, title ={Indica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Indica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Arr. Ind.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},};@Book{Arr_Ind,author ={Arrianos},  origtitle = {Indica }, shorthand = {Arr. Ind.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},}
Arr.;per p. E.;Arrian;Periplus ponti Euxeni;Arr. per p. E.;Arr_per_p_E;Arrianos;;;;;;;;;@Book{Arr_per_p_E,author ={Arrianos}, title ={Periplus ponti Euxeni}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Periplus ponti Euxeni}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Arr. per p. E.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},};@Book{Arr_per_p_E,author ={Arrianos},  origtitle = {Periplus ponti Euxeni }, shorthand = {Arr. per p. E.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},}
Arr.;succ.;Arrian;Istoria successorum Alexandri;Arr. succ.;Arr_succ;Arrianos;;;;;;;;;@Book{Arr_succ,author ={Arrianos}, title ={Istoria successorum Alexandri}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Istoria successorum Alexandri}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Arr. succ.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},};@Book{Arr_succ,author ={Arrianos},  origtitle = {Istoria successorum Alexandri }, shorthand = {Arr. succ.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},}
Arr.;tact.;Arrian;tactica;Arr. tact.;Arr_tact;Arrianos;;;;;;;;;@Book{Arr_tact,author ={Arrianos}, title ={tactica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {tactica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Arr. tact.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},};@Book{Arr_tact,author ={Arrianos},  origtitle = {tactica }, shorthand = {Arr. tact.}, shortauthor = {Arrian}, keywords = {ancient}, options = {antik},}
Athan.;ad Const.;Athanasios;Apologia ad Constantium;Athan. ad Const.;Athan_ad_Const;Athanasios;;;;;;;;;@Book{Athan_ad_Const,author ={Athanasios}, title ={Apologia ad Constantium}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Apologia ad Constantium}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Athan. ad Const.}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},};@Book{Athan_ad_Const,author ={Athanasios},  origtitle = {Apologia ad Constantium }, shorthand = {Athan. ad Const.}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},}
Athan.;c. Ar.;Athanasios;Apologia contra Arianos;Athan. c. Ar.;Athan_c_Ar;Athanasios;;;;;;;;;@Book{Athan_c_Ar,author ={Athanasios}, title ={Apologia contra Arianos}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Apologia contra Arianos}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Athan. c. Ar.}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},};@Book{Athan_c_Ar,author ={Athanasios},  origtitle = {Apologia contra Arianos }, shorthand = {Athan. c. Ar.}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},}
Athan.;fuga;Athanasios;Apologia de fuga sua;Athan. fuga;Athan_fuga;Athanasios;;;;;;;;;@Book{Athan_fuga,author ={Athanasios}, title ={Apologia de fuga sua}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Apologia de fuga sua}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Athan. fuga}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},};@Book{Athan_fuga,author ={Athanasios},  origtitle = {Apologia de fuga sua }, shorthand = {Athan. fuga}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},}
Athan.;hist. Ar.;Athanasios;Istoria Arianorum ad monachos;Athan. hist. Ar.;Athan_hist_Ar;Athanasios;;;;;;;;;@Book{Athan_hist_Ar,author ={Athanasios}, title ={Istoria Arianorum ad monachos}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Istoria Arianorum ad monachos}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Athan. hist. Ar.}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},};@Book{Athan_hist_Ar,author ={Athanasios},  origtitle = {Istoria Arianorum ad monachos }, shorthand = {Athan. hist. Ar.}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},}
Athen.;;Athenaios;;Athen.;Athen;Athenaios;;;;;;;;;@Book{Athen,author ={Athenaios}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Athen.}, shortauthor = {Athenaios}, keywords = {ancient}, options = {antik},};@Book{Athen,author ={Athenaios},  origtitle = { }, shorthand = {Athen.}, shortauthor = {Athenaios}, keywords = {ancient}, options = {antik},}
Aug.;civ.;Augustinus;de civitate dei;Aug. civ.;Aug_civ;Augustinus;;;;;;;;;@Book{Aug_civ,author ={Augustinus}, title ={de civitate dei}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de civitate dei}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. civ.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},};@Book{Aug_civ,author ={Augustinus},  origtitle = {de civitate dei }, shorthand = {Aug. civ.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;conf.;Augustinus;confessiones;Aug. conf.;Aug_conf;Augustinus;;;;;;;;;@Book{Aug_conf,author ={Augustinus}, title ={confessiones}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {confessiones}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. conf.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},};@Book{Aug_conf,author ={Augustinus},  origtitle = {confessiones }, shorthand = {Aug. conf.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;doct.christ.;Augustinus;de doctrina christiana;Aug. doct.christ.;Aug_doctchrist;Augustinus;;;;;;;;;@Book{Aug_doctchrist,author ={Augustinus}, title ={de doctrina christiana}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de doctrina christiana}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. doct.christ.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},};@Book{Aug_doctchrist,author ={Augustinus},  origtitle = {de doctrina christiana }, shorthand = {Aug. doct.christ.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;epist.;Augustinus;epistulae;Aug. epist.;Aug_epist;Augustinus;;;;;;;;;@Book{Aug_epist,author ={Augustinus}, title ={epistulae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. epist.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},};@Book{Aug_epist,author ={Augustinus},  origtitle = {epistulae }, shorthand = {Aug. epist.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;retract.;Augustinus;retractationes;Aug. retract.;Aug_retract;Augustinus;;;;;;;;;@Book{Aug_retract,author ={Augustinus}, title ={retractationes}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {retractationes}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. retract.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},};@Book{Aug_retract,author ={Augustinus},  origtitle = {retractationes }, shorthand = {Aug. retract.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;serm.;Augustinus;sermones;Aug. serm.;Aug_serm;Augustinus;;;;;;;;;@Book{Aug_serm,author ={Augustinus}, title ={sermones}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {sermones}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. serm.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},};@Book{Aug_serm,author ={Augustinus},  origtitle = {sermones }, shorthand = {Aug. serm.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;soliloq.;Augustinus;soliloquia;Aug. soliloq.;Aug_soliloq;Augustinus;;;;;;;;;@Book{Aug_soliloq,author ={Augustinus}, title ={soliloquia}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {soliloquia}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. soliloq.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},};@Book{Aug_soliloq,author ={Augustinus},  origtitle = {soliloquia }, shorthand = {Aug. soliloq.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;trin.;Augustinus;de trinitate;Aug. trin.;Aug_trin;Augustinus;;;;;;;;;@Book{Aug_trin,author ={Augustinus}, title ={de trinitate}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de trinitate}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. trin.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},};@Book{Aug_trin,author ={Augustinus},  origtitle = {de trinitate }, shorthand = {Aug. trin.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aur. Vict.;;Aurelius Victor;;Aur. Vict.;Aur_Vict;;;;;;;;;;@Book{Aur_Vict,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aur. Vict.}, shortauthor = {Aurelius Victor}, keywords = {ancient}, options = {antik},};@Book{Aur_Vict,author ={},  origtitle = { }, shorthand = {Aur. Vict.}, shortauthor = {Aurelius Victor}, keywords = {ancient}, options = {antik},}
Auson.;Mos.;Ausonius;Mosella;Auson. Mos.;Auson_Mos;;;;;;;;;;@Book{Auson_Mos,author ={}, title ={Mosella}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Mosella}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Auson. Mos.}, shortauthor = {Ausonius}, keywords = {ancient}, options = {antik},};@Book{Auson_Mos,author ={},  origtitle = {Mosella }, shorthand = {Auson. Mos.}, shortauthor = {Ausonius}, keywords = {ancient}, options = {antik},}
Auson.;urb.;Ausonius;ordo nobilium urbium;Auson. urb.;Auson_urb;;;;;;;;;;@Book{Auson_urb,author ={}, title ={ordo nobilium urbium}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {ordo nobilium urbium}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Auson. urb.}, shortauthor = {Ausonius}, keywords = {ancient}, options = {antik},};@Book{Auson_urb,author ={},  origtitle = {ordo nobilium urbium }, shorthand = {Auson. urb.}, shortauthor = {Ausonius}, keywords = {ancient}, options = {antik},}
Avien.;;Avienus;;Avien.;Avien;;;;;;;;;;@Book{Avien,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Avien.}, shortauthor = {Avienus}, keywords = {ancient}, options = {antik},};@Book{Avien,author ={},  origtitle = { }, shorthand = {Avien.}, shortauthor = {Avienus}, keywords = {ancient}, options = {antik},}
Babr.;;Babrios;;Babr.;Babr;;;;;;;;;;@Book{Babr,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Babr.}, shortauthor = {Babrios}, keywords = {ancient}, options = {antik},};@Book{Babr,author ={},  origtitle = { }, shorthand = {Babr.}, shortauthor = {Babrios}, keywords = {ancient}, options = {antik},}
Bakchyl.;;Bakchylides;;Bakchyl.;Bakchyl;;;;;;;;;;@Book{Bakchyl,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Bakchyl.}, shortauthor = {Bakchylides}, keywords = {ancient}, options = {antik},};@Book{Bakchyl,author ={},  origtitle = { }, shorthand = {Bakchyl.}, shortauthor = {Bakchylides}, keywords = {ancient}, options = {antik},}
Boeth.;;Boethius;;Boeth.;Boeth;;;;;;;;;;@Book{Boeth,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Boeth.}, shortauthor = {Boethius}, keywords = {ancient}, options = {antik},};@Book{Boeth,author ={},  origtitle = { }, shorthand = {Boeth.}, shortauthor = {Boethius}, keywords = {ancient}, options = {antik},}
Caes.;Bell. Afr.;Caesar;Bellum Africum (Ps.-Caes.);Caes. Bell. Afr.;Caes_Bell_Afr;;;;;;;;;;@Book{Caes_Bell_Afr,author ={}, title ={Bellum Africum (Ps.-Caes.)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Bellum Africum (Ps.-Caes.)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. Bell. Afr.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},};@Book{Caes_Bell_Afr,author ={},  origtitle = {Bellum Africum (Ps.-Caes.) }, shorthand = {Caes. Bell. Afr.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Caes.;Bell. Alex.;Caesar;Bellum Alexandrinum (Ps.-Caes.);Caes. Bell. Alex.;Caes_Bell_Alex;;;;;;;;;;@Book{Caes_Bell_Alex,author ={}, title ={Bellum Alexandrinum (Ps.-Caes.)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Bellum Alexandrinum (Ps.-Caes.)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. Bell. Alex.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},};@Book{Caes_Bell_Alex,author ={},  origtitle = {Bellum Alexandrinum (Ps.-Caes.) }, shorthand = {Caes. Bell. Alex.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Caes.;Bell. Hisp.;Caesar;Bellum Hispaniense (Ps.-Caes.);Caes. Bell. Hisp.;Caes_Bell_Hisp;;;;;;;;;;@Book{Caes_Bell_Hisp,author ={}, title ={Bellum Hispaniense (Ps.-Caes.)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Bellum Hispaniense (Ps.-Caes.)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. Bell. Hisp.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},};@Book{Caes_Bell_Hisp,author ={},  origtitle = {Bellum Hispaniense (Ps.-Caes.) }, shorthand = {Caes. Bell. Hisp.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Caes.;civ.;Caesar;de bello civili;Caes. civ.;Caes_civ;Iulius Caesar, Caius;;;;;;;;;@Book{Caes_civ,author ={Iulius Caesar, Caius}, title ={de bello civili}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de bello civili}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. civ.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},};@Book{Caes_civ,author ={Iulius Caesar, Caius},  origtitle = {de bello civili }, shorthand = {Caes. civ.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Caes.;Gall.;Caesar;de bello Gallico;Caes. Gall.;Caes_Gall;Iulius Caesar, Caius;;;;;;;;;@Book{Caes_Gall,author ={Iulius Caesar, Caius}, title ={de bello Gallico}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de bello Gallico}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. Gall.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},};@Book{Caes_Gall,author ={Iulius Caesar, Caius},  origtitle = {de bello Gallico }, shorthand = {Caes. Gall.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Calp.;ecl.;Calpurnius;Bucolica vel Eclogae;Calp. ecl.;Calp_ecl;Calpurnius Siculus, Titus;;;;;;;;;@Book{Calp_ecl,author ={Calpurnius Siculus, Titus}, title ={Bucolica vel Eclogae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Bucolica vel Eclogae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Calp. ecl.}, shortauthor = {Calpurnius}, keywords = {ancient}, options = {antik},};@Book{Calp_ecl,author ={Calpurnius Siculus, Titus},  origtitle = {Bucolica vel Eclogae }, shorthand = {Calp. ecl.}, shortauthor = {Calpurnius}, keywords = {ancient}, options = {antik},}
Cass. Dio;;Cassius Dio;;Cass. Dio;Cass_Dio;Cassius Dio Cocceianus, Lucius;;;;;;;;;@Book{Cass_Dio,author ={Cassius Dio Cocceianus, Lucius}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cass. Dio}, shortauthor = {Cassius Dio}, keywords = {ancient}, options = {antik},};@Book{Cass_Dio,author ={Cassius Dio Cocceianus, Lucius},  origtitle = { }, shorthand = {Cass. Dio}, shortauthor = {Cassius Dio}, keywords = {ancient}, options = {antik},}
Cassiod. inst.;;Cassiodorus;institutiones variae;Cassiod. inst.;Cassiod_inst;;;;;;;;;;@Book{Cassiod_inst,author ={}, title ={institutiones variae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {institutiones variae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cassiod. inst.}, shortauthor = {Cassiodorus}, keywords = {ancient}, options = {antik},};@Book{Cassiod_inst,author ={},  origtitle = {institutiones variae }, shorthand = {Cassiod. inst.}, shortauthor = {Cassiodorus}, keywords = {ancient}, options = {antik},}
Cato;agr.;Cato;de agri cultura;Cato agr.;Cato_agr;;;;;;;;;;@Book{Cato_agr,author ={}, title ={de agri cultura}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de agri cultura}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cato agr.}, shortauthor = {Cato}, keywords = {ancient}, options = {antik},};@Book{Cato_agr,author ={},  origtitle = {de agri cultura }, shorthand = {Cato agr.}, shortauthor = {Cato}, keywords = {ancient}, options = {antik},}
Cato;Orig.;Cato;origines;Cato Orig.;Cato_Orig;;;;;;;;;;@Book{Cato_Orig,author ={}, title ={origines}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {origines}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cato Orig.}, shortauthor = {Cato}, keywords = {ancient}, options = {antik},};@Book{Cato_Orig,author ={},  origtitle = {origines }, shorthand = {Cato Orig.}, shortauthor = {Cato}, keywords = {ancient}, options = {antik},}
