Aaa Author-abbrv;Title-abbrv;shortauthor;origtitle;shorthand;bibtexkey;author;maintitle;title;origlanguage;year;number;volume;translator;editor;entry;
Plot.;;Plotinos;;Plot.;Plot;;;;;;;;;;@Book{Plot,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Plot.}, shortauthor = {Plotinos}, keywords = {ancient}, options = {antik},};@Book{Plot,author ={},  origtitle = { }, shorthand = {Plot.}, shortauthor = {Plotinos}, keywords = {ancient}, options = {antik},}
Plut.;;Plutarch;vitae parallelae;Plut.;Plut;Plutarchos;;;;;;;;;@Book{Plut,author ={Plutarchos}, title ={vitae parallelae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {vitae parallelae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Plut.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},};@Book{Plut,author ={Plutarchos},  origtitle = {vitae parallelae }, shorthand = {Plut.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},}
Plut.;am.;Plutarch;Amatorius (erotikos);Plut. am.;Plut_am;Plutarchos;;;;;;;;;@Book{Plut_am,author ={Plutarchos}, title ={Amatorius (erotikos)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Amatorius (erotikos)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Plut. am.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},};@Book{Plut_am,author ={Plutarchos},  origtitle = {Amatorius (erotikos) }, shorthand = {Plut. am.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},}
Plut.;de Pyth.Or.;Plutarch;de Pythiae oraculis;Plut. de Pyth.Or.;Plut_de_PythOr;Plutarchos;;;;;;;;;@Book{Plut_de_PythOr,author ={Plutarchos}, title ={de Pythiae oraculis}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de Pythiae oraculis}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Plut. de Pyth.Or.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},};@Book{Plut_de_PythOr,author ={Plutarchos},  origtitle = {de Pythiae oraculis }, shorthand = {Plut. de Pyth.Or.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},}
Plut.;Is.;Plutarch;de Iside et Osiride;Plut. Is.;Plut_Is;Plutarchos;;;;;;;;;@Book{Plut_Is,author ={Plutarchos}, title ={de Iside et Osiride}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de Iside et Osiride}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Plut. Is.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},};@Book{Plut_Is,author ={Plutarchos},  origtitle = {de Iside et Osiride }, shorthand = {Plut. Is.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},}
Plut.;mor.;Plutarch;moralia;Plut. mor.;Plut_mor;Plutarchos;;;;;;;;;@Book{Plut_mor,author ={Plutarchos}, title ={moralia}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {moralia}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Plut. mor.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},};@Book{Plut_mor,author ={Plutarchos},  origtitle = {moralia }, shorthand = {Plut. mor.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},}
Plut.;qu.Gr.;Plutarch;quaestiones Graecae;Plut. qu.Gr.;Plut_quGr;Plutarchos;;;;;;;;;@Book{Plut_quGr,author ={Plutarchos}, title ={quaestiones Graecae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {quaestiones Graecae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Plut. qu.Gr.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},};@Book{Plut_quGr,author ={Plutarchos},  origtitle = {quaestiones Graecae }, shorthand = {Plut. qu.Gr.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},}
Plut.;qu.R.;Plutarch;quaestiones Romanae;Plut. qu.R.;Plut_quR;Plutarchos;;;;;;;;;@Book{Plut_quR,author ={Plutarchos}, title ={quaestiones Romanae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {quaestiones Romanae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Plut. qu.R.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},};@Book{Plut_quR,author ={Plutarchos},  origtitle = {quaestiones Romanae }, shorthand = {Plut. qu.R.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},}
Plut.;symp.;Plutarch;quaestiones convivales;Plut. symp.;Plut_symp;Plutarchos;;;;;;;;;@Book{Plut_symp,author ={Plutarchos}, title ={quaestiones convivales}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {quaestiones convivales}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Plut. symp.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},};@Book{Plut_symp,author ={Plutarchos},  origtitle = {quaestiones convivales }, shorthand = {Plut. symp.}, shortauthor = {Plutarch}, keywords = {ancient}, options = {antik},}
Pol.;;Polybios;;Pol.;Pol;;;;;;;;;;@Book{Pol,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Pol.}, shortauthor = {Polybios}, keywords = {ancient}, options = {antik},};@Book{Pol,author ={},  origtitle = { }, shorthand = {Pol.}, shortauthor = {Polybios}, keywords = {ancient}, options = {antik},}
Poll.;;Pollux;;Poll.;Poll;;;;;;;;;;@Book{Poll,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Poll.}, shortauthor = {Pollux}, keywords = {ancient}, options = {antik},};@Book{Poll,author ={},  origtitle = { }, shorthand = {Poll.}, shortauthor = {Pollux}, keywords = {ancient}, options = {antik},}
Porph.;;Porphyrios;;Porph.;Porph;;;;;;;;;;@Book{Porph,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Porph.}, shortauthor = {Porphyrios}, keywords = {ancient}, options = {antik},};@Book{Porph,author ={},  origtitle = { }, shorthand = {Porph.}, shortauthor = {Porphyrios}, keywords = {ancient}, options = {antik},}
Poseid.;;Poseidonios;;Poseid.;Poseid;;;;;;;;;;@Book{Poseid,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Poseid.}, shortauthor = {Poseidonios}, keywords = {ancient}, options = {antik},};@Book{Poseid,author ={},  origtitle = { }, shorthand = {Poseid.}, shortauthor = {Poseidonios}, keywords = {ancient}, options = {antik},}
Priap.;;Priapea;;Priap.;Priap;;;;;;;;;;@Book{Priap,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Priap.}, shortauthor = {Priapea}, keywords = {ancient}, options = {antik},};@Book{Priap,author ={},  origtitle = { }, shorthand = {Priap.}, shortauthor = {Priapea}, keywords = {ancient}, options = {antik},}
Prisc.;;Priscianus;;Prisc.;Prisc;;;;;;;;;;@Book{Prisc,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Prisc.}, shortauthor = {Priscianus}, keywords = {ancient}, options = {antik},};@Book{Prisc,author ={},  origtitle = { }, shorthand = {Prisc.}, shortauthor = {Priscianus}, keywords = {ancient}, options = {antik},}
Prok.;aed.;Prokop;de aedificiis (περὶ κτισμάτων);Prok. aed.;Prok_aed;Prokopius;;;;;;;;;@Book{Prok_aed,author ={Prokopius}, title ={de aedificiis (περὶ κτισμάτων)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de aedificiis (περὶ κτισμάτων)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Prok. aed.}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},};@Book{Prok_aed,author ={Prokopius},  origtitle = {de aedificiis (περὶ κτισμάτων) }, shorthand = {Prok. aed.}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},}
Prok.;BG;Prokop;bellum Gothicum;Prok. BG;Prok_BG;Prokopius;;;;;;;;;@Book{Prok_BG,author ={Prokopius}, title ={bellum Gothicum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {bellum Gothicum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Prok. BG}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},};@Book{Prok_BG,author ={Prokopius},  origtitle = {bellum Gothicum }, shorthand = {Prok. BG}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},}
Prok.;BP;Prokop;bellum Persicum;Prok. BP;Prok_BP;Prokopius;;;;;;;;;@Book{Prok_BP,author ={Prokopius}, title ={bellum Persicum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {bellum Persicum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Prok. BP}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},};@Book{Prok_BP,author ={Prokopius},  origtitle = {bellum Persicum }, shorthand = {Prok. BP}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},}
Prok.;BV;Prokop;bellum Vandalicum;Prok. BV;Prok_BV;Prokopius;;;;;;;;;@Book{Prok_BV,author ={Prokopius}, title ={bellum Vandalicum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {bellum Vandalicum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Prok. BV}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},};@Book{Prok_BV,author ={Prokopius},  origtitle = {bellum Vandalicum }, shorthand = {Prok. BV}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},}
Prok.;HA;Prokop;historia arcana;Prok. HA;Prok_HA;Prokopius;;;;;;;;;@Book{Prok_HA,author ={Prokopius}, title ={historia arcana}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {historia arcana}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Prok. HA}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},};@Book{Prok_HA,author ={Prokopius},  origtitle = {historia arcana }, shorthand = {Prok. HA}, shortauthor = {Prokop}, keywords = {ancient}, options = {antik},}
Prokl.;;Proklos;;Prokl.;Prokl;;;;;;;;;;@Book{Prokl,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Prokl.}, shortauthor = {Proklos}, keywords = {ancient}, options = {antik},};@Book{Prokl,author ={},  origtitle = { }, shorthand = {Prokl.}, shortauthor = {Proklos}, keywords = {ancient}, options = {antik},}
Prop.;;Properz;elegiae;Prop.;Prop;Aurelius Propertius, {\relax Sex}tus;;;;;;;;;@Book{Prop,author ={Aurelius Propertius, {\relax Sex}tus}, title ={elegiae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {elegiae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Prop.}, shortauthor = {Properz}, keywords = {ancient}, options = {antik},};@Book{Prop,author ={Aurelius Propertius, {\relax Sex}tus},  origtitle = {elegiae }, shorthand = {Prop.}, shortauthor = {Properz}, keywords = {ancient}, options = {antik},}
Prud.;;Prudentius;;Prud.;Prud;;;;;;;;;;@Book{Prud,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Prud.}, shortauthor = {Prudentius}, keywords = {ancient}, options = {antik},};@Book{Prud,author ={},  origtitle = { }, shorthand = {Prud.}, shortauthor = {Prudentius}, keywords = {ancient}, options = {antik},}
Quint.;decl.;Quintilian;declamationes minores;Quint. decl.;Quint_decl;Fabius Quintilianus, Marcus;;;;;;;;;@Book{Quint_decl,author ={Fabius Quintilianus, Marcus}, title ={declamationes minores}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {declamationes minores}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Quint. decl.}, shortauthor = {Quintilian}, keywords = {ancient}, options = {antik},};@Book{Quint_decl,author ={Fabius Quintilianus, Marcus},  origtitle = {declamationes minores }, shorthand = {Quint. decl.}, shortauthor = {Quintilian}, keywords = {ancient}, options = {antik},}
Quint.;inst.;Quintilian;institutio oratoria;Quint. inst.;Quint_inst;Fabius Quintilianus, Marcus;;;;;;;;;@Book{Quint_inst,author ={Fabius Quintilianus, Marcus}, title ={institutio oratoria}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {institutio oratoria}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Quint. inst.}, shortauthor = {Quintilian}, keywords = {ancient}, options = {antik},};@Book{Quint_inst,author ={Fabius Quintilianus, Marcus},  origtitle = {institutio oratoria }, shorthand = {Quint. inst.}, shortauthor = {Quintilian}, keywords = {ancient}, options = {antik},}
Rhet. Her.;;Rhetorica ad Herennium;;Rhet. Her.;Rhet_Her;;;;;;;;;;@Book{Rhet_Her,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Rhet. Her.}, shortauthor = {Rhetorica ad Herennium}, keywords = {ancient}, options = {antik},};@Book{Rhet_Her,author ={},  origtitle = { }, shorthand = {Rhet. Her.}, shortauthor = {Rhetorica ad Herennium}, keywords = {ancient}, options = {antik},}
Röm;;Römerbrief;;Röm;Roem;;;;;;;;;;@Book{Roem,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Röm}, shortauthor = {Römerbrief}, keywords = {ancient}, options = {antik},};@Book{Roem,author ={},  origtitle = { }, shorthand = {Röm}, shortauthor = {Römerbrief}, keywords = {ancient}, options = {antik},}
Rut. Nam.;;Rutilius Claudius Namatianus;de reditu suo;Rut. Nam.;Rut_Nam;;;;;;;;;;@Book{Rut_Nam,author ={}, title ={de reditu suo}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de reditu suo}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Rut. Nam.}, shortauthor = {Rutilius Claudius Namatianus}, keywords = {ancient}, options = {antik},};@Book{Rut_Nam,author ={},  origtitle = {de reditu suo }, shorthand = {Rut. Nam.}, shortauthor = {Rutilius Claudius Namatianus}, keywords = {ancient}, options = {antik},}
S. Emp.;;Sextus Empiricus;;S. Emp.;S_Emp;;;;;;;;;;@Book{S_Emp,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {S. Emp.}, shortauthor = {Sextus Empiricus}, keywords = {ancient}, options = {antik},};@Book{S_Emp,author ={},  origtitle = { }, shorthand = {S. Emp.}, shortauthor = {Sextus Empiricus}, keywords = {ancient}, options = {antik},}
Sall.;Catil.;Sallust;de coniuratione Catilinae;Sall. Catil.;Sall_Catil;Sallustius Crispus, Caius;;;;;;;;;@Book{Sall_Catil,author ={Sallustius Crispus, Caius}, title ={de coniuratione Catilinae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de coniuratione Catilinae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sall. Catil.}, shortauthor = {Sallust}, keywords = {ancient}, options = {antik},};@Book{Sall_Catil,author ={Sallustius Crispus, Caius},  origtitle = {de coniuratione Catilinae }, shorthand = {Sall. Catil.}, shortauthor = {Sallust}, keywords = {ancient}, options = {antik},}
Sall.;epist.;Sallust;epistulae ad Caesarem;Sall. epist.;Sall_epist;Sallustius Crispus, Caius;;;;;;;;;@Book{Sall_epist,author ={Sallustius Crispus, Caius}, title ={epistulae ad Caesarem}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae ad Caesarem}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sall. epist.}, shortauthor = {Sallust}, keywords = {ancient}, options = {antik},};@Book{Sall_epist,author ={Sallustius Crispus, Caius},  origtitle = {epistulae ad Caesarem }, shorthand = {Sall. epist.}, shortauthor = {Sallust}, keywords = {ancient}, options = {antik},}
Sall.;hist.;Sallust;historiae;Sall. hist.;Sall_hist;Sallustius Crispus, Caius;;;;;;;;;@Book{Sall_hist,author ={Sallustius Crispus, Caius}, title ={historiae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {historiae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sall. hist.}, shortauthor = {Sallust}, keywords = {ancient}, options = {antik},};@Book{Sall_hist,author ={Sallustius Crispus, Caius},  origtitle = {historiae }, shorthand = {Sall. hist.}, shortauthor = {Sallust}, keywords = {ancient}, options = {antik},}
Sall.;Iug.;Sallust;de bello Iugurthino;Sall. Iug.;Sall_Iug;Sallustius Crispus, Caius;;;;;;;;;@Book{Sall_Iug,author ={Sallustius Crispus, Caius}, title ={de bello Iugurthino}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de bello Iugurthino}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sall. Iug.}, shortauthor = {Sallust}, keywords = {ancient}, options = {antik},};@Book{Sall_Iug,author ={Sallustius Crispus, Caius},  origtitle = {de bello Iugurthino }, shorthand = {Sall. Iug.}, shortauthor = {Sallust}, keywords = {ancient}, options = {antik},}
Sen.;apocol.;Seneca minor;divi Claudii apocolocynthosis;Sen. apocol.;Sen_apocol;Annaeus Seneca, Lucius;;;;;;;;;@Book{Sen_apocol,author ={Annaeus Seneca, Lucius}, title ={divi Claudii apocolocynthosis}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {divi Claudii apocolocynthosis}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sen. apocol.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},};@Book{Sen_apocol,author ={Annaeus Seneca, Lucius},  origtitle = {divi Claudii apocolocynthosis }, shorthand = {Sen. apocol.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},}
Sen.;benef.;Seneca minor;de beneficiis;Sen. benef.;Sen_benef;Annaeus Seneca, Lucius;;;;;;;;;@Book{Sen_benef,author ={Annaeus Seneca, Lucius}, title ={de beneficiis}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de beneficiis}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sen. benef.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},};@Book{Sen_benef,author ={Annaeus Seneca, Lucius},  origtitle = {de beneficiis }, shorthand = {Sen. benef.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},}
Sen.;clem.;Seneca minor;de clementia;Sen. clem.;Sen_clem;Annaeus Seneca, Lucius;;;;;;;;;@Book{Sen_clem,author ={Annaeus Seneca, Lucius}, title ={de clementia}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de clementia}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sen. clem.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},};@Book{Sen_clem,author ={Annaeus Seneca, Lucius},  origtitle = {de clementia }, shorthand = {Sen. clem.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},}
Sen.;contr.;Seneca maior;controversiae;Sen. contr.;Sen_contr;Annaeus Seneca, Lucius;;;;;;;;;@Book{Sen_contr,author ={Annaeus Seneca, Lucius}, title ={controversiae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {controversiae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sen. contr.}, shortauthor = {Seneca maior}, keywords = {ancient}, options = {antik},};@Book{Sen_contr,author ={Annaeus Seneca, Lucius},  origtitle = {controversiae }, shorthand = {Sen. contr.}, shortauthor = {Seneca maior}, keywords = {ancient}, options = {antik},}
Sen.;dial.;Seneca minor;dialogi;Sen. dial.;Sen_dial;Annaeus Seneca, Lucius;;;;;;;;;@Book{Sen_dial,author ={Annaeus Seneca, Lucius}, title ={dialogi}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {dialogi}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sen. dial.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},};@Book{Sen_dial,author ={Annaeus Seneca, Lucius},  origtitle = {dialogi }, shorthand = {Sen. dial.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},}
Sen.;epist.;Seneca minor;epistulae morales ad Lucilium;Sen. epist.;Sen_epist;Annaeus Seneca, Lucius;;;;;;;;;@Book{Sen_epist,author ={Annaeus Seneca, Lucius}, title ={epistulae morales ad Lucilium}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae morales ad Lucilium}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sen. epist.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},};@Book{Sen_epist,author ={Annaeus Seneca, Lucius},  origtitle = {epistulae morales ad Lucilium }, shorthand = {Sen. epist.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},}
Sen.;Herc. f.;Seneca minor;Hercules furens;Sen. Herc. f.;Sen_Herc_f;Annaeus Seneca, Lucius;;;;;;;;;@Book{Sen_Herc_f,author ={Annaeus Seneca, Lucius}, title ={Hercules furens}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Hercules furens}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Sen. Herc. f.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},};@Book{Sen_Herc_f,author ={Annaeus Seneca, Lucius},  origtitle = {Hercules furens }, shorthand = {Sen. Herc. f.}, shortauthor = {Seneca minor}, keywords = {ancient}, options = {antik},}
